0.100855,-4.572999,-2.707925
-0.808336,-3.420145,-2.935669
-1.627862,-1.608654,-3.114236
-2.117262,1.518783,-3.458211
-3.093330,-5.842661,-1.063852
-3.488623,-3.947185,-1.379419
-3.588578,-1.497566,-1.665903
-2.936563,2.028971,-1.624369
-3.892576,-6.179694,0.432581
-4.127252,-4.550705,0.471678
-4.462731,-1.484464,0.392832
-3.719824,2.113467,0.172313
-10.720133,1.950192,3.012405
-8.931273,2.485535,2.987978
-6.922450,2.646689,2.878306
-3.219359,2.072611,2.676927
-4.844858,-1.873239,4.081227
-2.312873,-0.753822,3.867767
2.380071,0.893994,2.678020
4.026531,1.827707,1.154555
0.368081,1.286655,3.380183
4.773020,2.087003,-0.453115
4.235964,2.151517,-2.084265
5.730145,1.588349,-1.955216
6.199056,1.385506,1.441092
14.557220,1.820079,-1.856669
20.083143,1.981870,-0.693687
-2.377547,0.818124,-2.714197
-3.553029,1.106679,-0.820019
-3.993185,1.042457,1.333820
