1.190754,0.039127,-2.708261
0.695255,-1.339028,-2.958726
-1.274892,-1.541739,-3.208580
-2.117262,1.518783,-3.458211
0.605161,-0.024009,-0.906026
0.076427,-1.896664,-1.155574
-2.352129,-1.498708,-1.346467
-2.936563,2.028971,-1.624369
-11.877233,0.134790,0.332256
-10.336915,0.715528,0.351447
-7.327581,1.389989,0.253568
-3.719824,2.113467,0.172313
-10.525600,0.293692,3.934756
-8.779555,0.874266,3.616206
-6.838552,1.220200,3.184700
-3.219359,2.072611,2.676927
-1.703681,-2.704324,0.060287
-1.087835,-2.404790,2.751126
2.758651,0.953645,3.033941
4.026531,1.827707,1.154555
0.368081,1.286655,3.380183
4.773020,2.087003,-0.453115
4.235964,2.151517,-2.084265
5.730145,1.588349,-1.955216
6.199056,1.385506,1.441092
14.557220,1.820079,-1.856669
20.083143,1.981870,-0.693687
-2.377547,0.818124,-2.714197
-3.553029,1.106679,-0.820019
-3.993185,1.042457,1.333820
